serie,T,model,t create,t optim,rmse train,rmse test,mase test
50,200,model 3,0.0060445,0.0633764,44090.28969955691,2.5639886444076556e6,0.13082985252259016
51,200,model 1,0.0135612,26.1768421,214.90411598870898,302.55777872183637,1.3014824307716808
51,200,model 2,0.004788,0.7357605,35.88562432464866,2.0350724769652903e6,13.52837354213443
51,200,model 3,0.0051679,0.5709521,36.017787460820244,2.5639886444076556e6,9.751534899307718
52,200,model 1,0.0139611,2.0068626,0.9353192693724569,7.861480768097669,0.0134583135665216
52,200,model 2,0.0050384,246.3984828,0.23728833526364437,2.0350724769652903e6,0.005324339256716072
52,200,model 3,0.0047538,18.0810679,0.23715964112107088,2.5639886444076556e6,0.005813834118443469
53,200,model 1,0.0134103,18.1509743,3.709151393657053,846.0742934844448,0.6211291507519232
53,200,model 2,0.0060832,1.0338328,3.4850204103974938,2.0350724769652903e6,0.07898597585181814
53,200,model 3,0.0051108,1.608124,3.4809062072771053,2.5639886444076556e6,0.08010898317652908
54,200,model 1,0.0139792,25.9115288,51025.51100353818,78228.56476392262,1.683162946699885
54,200,model 2,0.0047987,0.7359554,7208.118481987525,2.0350724769652903e6,3.0595109774160236
54,200,model 3,0.0047744,0.1502325,53501.03996841667,2.5639886444076556e6,1.6908328737393987
55,200,model 1,0.0136801,17.8153554,6.607355174928124,1376.0856082880878,0.6667326627613972
55,200,model 2,0.005111,1.3900503,3.662874116775191,2.0350724769652903e6,0.07173002550912438
55,200,model 3,0.0052768,1.0944175,3.5890935928360927,2.5639886444076556e6,0.061179803441982705
56,200,model 1,0.0318794,1.3684834,10.147961455612732,172.89848016764594,2.002647078312031
56,200,model 2,0.0054388,1.0897328,10.222018582239313,2.0350724769652903e6,1.4178593084284317
56,200,model 3,0.0053301,0.792832,10.104449154081113,2.5639886444076556e6,1.6858002934428635
57,200,model 1,0.0130352,20.0914349,2.0073196439836208e7,2.5964631361394513e7,0.8342308028897462
57,200,model 2,0.0055487,6.0296378,142583.39446348153,2.0350724769652903e6,0.24089755292615656
57,200,model 3,0.004593,0.8771686,148070.21492000157,2.5639886444076556e6,0.22510298641432994
58,200,model 1,0.0132721,1.8639832,1496.8750356265548,32067.72219668351,0.664215872410192
58,200,model 2,0.0045817,0.2982704,1506.9511969770315,2.0350724769652903e6,5.189038336644232
58,200,model 3,0.0053507,0.4502527,2305.65127293257,2.5639886444076556e6,2.523745713999051
59,200,model 1,0.0127403,55.6772674,30.619389053391735,838.8925051210601,0.4621446626147111
59,200,model 2,0.0063155,91.3120006,30.50605231429323,2.0350724769652903e6,0.26097042180063007
59,200,model 3,0.0060504,0.5826608,30.497030724292966,2.5639886444076556e6,0.4662278990080653
60,200,model 1,0.0128546,53.1226756,10.930349196048445,466.1635165541862,1.8086774248630604
60,200,model 2,0.0056132,0.7474004,10.94008374860606,2.0350724769652903e6,1.5349458281796882
60,200,model 3,0.0048157,161.991019,10.94073338981149,2.5639886444076556e6,2.0674976205848723
61,200,model 1,0.0138523,25.8382916,2205.6969707564826,2408.855225643216,0.7065478604932366
61,200,model 2,0.0049447,0.2271808,350.79134297029464,2.0350724769652903e6,1.673646844252928
61,200,model 3,0.0062795,0.3502338,1251.2314722178714,2.5639886444076556e6,73.84406847636436
62,200,model 1,0.013509,50.5224124,31.6856771291745,1924.3792022361772,0.8873949312880077
62,200,model 2,0.0260705,0.9253666,31.341289027924805,2.0350724769652903e6,1.9910396576214067
62,200,model 3,0.0048399,0.7972992,31.15935731351378,2.5639886444076556e6,0.959180178407168
63,200,model 1,0.0137773,17.6124746,58.60237092521791,807.393625168462,0.3071180245209301
63,200,model 2,0.005392,0.5856523,42.57503618831233,2.0350724769652903e6,0.22458585320931526
63,200,model 3,0.0061849,0.6642557,42.6158372951099,2.5639886444076556e6,0.4337355341593622
64,200,model 1,0.0124534,26.3555407,51025.51100353818,78228.56476392262,1.683162946699885
64,200,model 2,0.0047444,0.7371953,7208.118481987525,2.0350724769652903e6,3.0595109774160236
64,200,model 3,0.0052538,0.16017,53501.03996841667,2.5639886444076556e6,1.6908328737393987
65,200,model 1,0.013673,55.2202428,572.9874039177163,57410.100986148245,5.411858036087
65,200,model 2,0.0049763,0.6337417,315.8413552388619,2.0350724769652903e6,3.0154075490903915
65,200,model 3,0.004688,0.41972,1359.7504517667508,2.5639886444076556e6,3.8487539953133734
66,200,model 1,0.0135456,53.4749168,493.17160387494886,31693.161281535642,0.3328020331799037
66,200,model 2,0.0048392,0.3148579,498.04455436295024,2.0350724769652903e6,0.24116450219204935
66,200,model 3,0.0051962,0.2662227,1829.3004393324236,2.5639886444076556e6,0.44049396452586326
67,200,model 1,0.0132818,17.0371619,49.92174098350877,47.44007420254721,0.17512841461335701
67,200,model 2,0.0047355,0.785282,9.236280758185265,2.0350724769652903e6,0.937205077289338
67,200,model 3,0.0052268,7.7175916,9.288404781540596,2.5639886444076556e6,0.4238427507878339
68,200,model 1,0.0136384,19.9782578,1.005197520502983e7,4.462535191427869e6,0.1847654582379234
68,200,model 2,0.0045976,0.1307807,2.3252781492076633e6,2.0350724769652903e6,0.0503147022533845
68,200,model 3,0.0050594,0.1383969,2.336756021752785e6,2.5639886444076556e6,0.07714758181783975
69,200,model 1,0.0130466,20.2409416,2.0073196439836208e7,2.5964631361394513e7,0.8342308028897462
69,200,model 2,0.0050048,6.0101212,142583.39446348153,2.0350724769652903e6,0.24089755292615656
69,200,model 3,0.0047853,0.8698951,148070.21492000157,2.5639886444076556e6,0.22510298641432994
70,200,model 1,0.0364567,56.5163996,17.01643240019963,1866.129645196553,0.6514320306132018
70,200,model 2,0.0046739,0.6713099,9.479385998248054,2.0350724769652903e6,0.6171130295000604
70,200,model 3,0.0053402,0.7859605,9.476330792524157,2.5639886444076556e6,0.6180026553376073
71,200,model 1,0.0367146,26.7744758,132499.37276885117,268789.1278266021,2.5426323249715557
71,200,model 2,0.0054118,0.3948045,21047.37086606634,2.0350724769652903e6,29.05364309535575
71,200,model 3,0.0050495,0.6862776,21001.896508367598,2.5639886444076556e6,32.30643480279347
72,200,model 1,0.014079,3.3869576,6.224676044877302,1498.7254701064767,0.4652338334695
72,200,model 2,0.0059796,1.7597814,6.525557215414626,2.0350724769652903e6,0.503999581354518
72,200,model 3,0.0051723,1.1524587,8.683354623394832,2.5639886444076556e6,0.748221863288127
73,200,model 1,0.0139504,26.3426232,51025.51100353818,78228.56476392262,1.683162946699885
73,200,model 2,0.0048828,0.7358701,7208.118481987525,2.0350724769652903e6,3.0595109774160236
73,200,model 3,0.0051111,0.161658,53501.03996841667,2.5639886444076556e6,1.6908328737393987
74,200,model 1,0.013558,29.3679311,69.98723472931958,3575.2681637844453,1.67386356322734
74,200,model 2,0.0047588,0.7108563,66.36812498024491,2.0350724769652903e6,2.3911831667781427
74,200,model 3,0.0055305,0.6851208,66.53983816914766,2.5639886444076556e6,0.368638687095799
75,200,model 1,0.0141691,49.005858,448.8513558118575,105784.19025194127,0.12299862512125606
75,200,model 2,0.0054114,0.0513671,65225.63599517557,2.0350724769652903e6,0.22733522960981822
75,200,model 3,0.0045826,0.0565742,64297.26896418957,2.5639886444076556e6,0.2233725683131171
76,200,model 1,0.0467757,0.8879184,79.00970977117998,1238.5152044902995,0.3172115577663968
76,200,model 2,0.0047189,0.8546969,14.175533484048058,2.0350724769652903e6,0.5419354575123628
76,200,model 3,0.0052004,0.9077901,14.152460645842172,2.5639886444076556e6,0.5358867257601273
77,200,model 1,0.0135208,57.1584444,10.511122568618594,337.79571151864934,0.13895123750209765
77,200,model 2,0.0051489,0.8608781,12.688771067912892,2.0350724769652903e6,0.01460219209451806
77,200,model 3,0.0075263,0.8664138,12.6336792582731,2.5639886444076556e6,0.014580916057497355
78,200,model 1,0.0126811,33.1657251,19.281792176956365,355.36977633127145,0.16329396500529486
78,200,model 2,0.00592,0.6145757,19.270659013486913,2.0350724769652903e6,0.10095668824325131
78,200,model 3,0.00515,0.4091942,21.838410802830985,2.5639886444076556e6,3.274966781188868
79,200,model 1,0.0135219,17.8995982,2.6346617946142716,6.47763988756399,0.008068673205740607
79,200,model 2,0.0047792,2.0930014,0.7692198178956824,2.0350724769652903e6,0.03627912654741625
79,200,model 3,0.0053171,19.5886288,0.7668123115621487,2.5639886444076556e6,0.03702722894686478
80,200,model 1,0.0143331,26.2721799,116.68372207286976,7038.991495196707,1.9739444448773353
80,200,model 2,0.0049419,0.4547916,95.28459607770505,2.0350724769652903e6,1.3099982385331275
80,200,model 3,0.0060209,1.1690813,94.49687457291991,2.5639886444076556e6,1.0986658237760694
81,200,model 1,0.0140613,8.0255213,0.775440502925672,106.0103482148332,0.2801897361130582
81,200,model 2,0.0048046,5.7577207,0.8278347200547979,2.0350724769652903e6,0.26759399598378014
81,200,model 3,0.0059123,1.9208638,0.8269062807427684,2.5639886444076556e6,0.2640113157291869
82,200,model 1,0.0234772,0.9489581,10.811223428575692,156.13829296983735,0.05974077053112619
82,200,model 2,0.0046553,3.3531608,1.4917037526550903,2.0350724769652903e6,0.04452578903060276
82,200,model 3,0.0047196,5.1529894,1.0379611285338999,2.5639886444076556e6,0.04977882077869795
83,200,model 1,0.0399175,1.293117,132.90733262286267,199.33345892223315,0.16420694704793382
83,200,model 2,0.0050153,0.5223403,13.577372818568023,2.0350724769652903e6,0.1655719158386446
83,200,model 3,0.004617,0.6602317,19.595454778042033,2.5639886444076556e6,0.6637628143833797
84,200,model 1,0.0130696,26.3012385,116.68372207286976,7038.991495196707,1.9739444448773353
84,200,model 2,0.0052565,0.446949,95.28459607770505,2.0350724769652903e6,1.3099982385331275
84,200,model 3,0.0047372,1.1203009,94.49687457291991,2.5639886444076556e6,1.0986658237760694
85,200,model 1,0.0131953,2.7414374,48.012490680482095,2396.3234334827252,1.1002245628715046
85,200,model 2,0.0048985,0.4820938,48.28348267040845,2.0350724769652903e6,1.4526621471220624
85,200,model 3,0.0051581,0.4386921,49.38712189346406,2.5639886444076556e6,3.3433551695261534
86,200,model 1,0.0154393,1.6283509,13.933941291014046,60.3031890957864,0.050259092239323774
86,200,model 2,0.0048696,1.9918781,1.4838187759625057,2.0350724769652903e6,0.09207887634517317
86,200,model 3,0.0049918,2.5835275,2.5467386801074148,2.5639886444076556e6,0.13014858304687765
87,200,model 1,0.0136838,26.6439401,596406.1564354146,963930.8568977988,2.390547121500131
87,200,model 2,0.0065,0.2227411,200017.43912366664,2.0350724769652903e6,4.268171073513402
87,200,model 3,0.0051741,0.2318505,203005.43878036586,2.5639886444076556e6,3.8560338958821156
88,200,model 1,0.014615,19.9673273,1.005197520502983e7,4.462535191427869e6,0.1847654582379234
88,200,model 2,0.0051882,0.1326679,2.3252781492076633e6,2.0350724769652903e6,0.0503147022533845
88,200,model 3,0.0048443,0.1528628,2.336756021752785e6,2.5639886444076556e6,0.07714758181783975
89,200,model 1,0.0147599,25.8217759,810.9597442502339,1011.6431396780729,0.678827628494929
89,200,model 2,0.0059558,0.5045461,151.00461571721985,2.0350724769652903e6,6.057312628187771
89,200,model 3,0.004658,0.2570103,227.00965670276966,2.5639886444076556e6,3.415213877518891
90,200,model 1,0.0151033,57.383763,10.511122568618594,337.79571151864934,0.13895123750209765
90,200,model 2,0.0051996,0.9233764,12.688771067912892,2.0350724769652903e6,0.01460219209451806
90,200,model 3,0.0058619,0.8331924,12.6336792582731,2.5639886444076556e6,0.014580916057497355
91,200,model 1,0.0139773,2.7609258,48.012490680482095,2396.3234334827252,1.1002245628715046
91,200,model 2,0.0052501,0.439459,48.28348267040845,2.0350724769652903e6,1.4526621471220624
91,200,model 3,0.005379,0.4271726,49.38712189346406,2.5639886444076556e6,3.3433551695261534
92,200,model 1,0.043351,25.4241394,510.3746785866504,660.6510708565498,0.7295670098343096
92,200,model 2,0.004884,0.3765533,92.54670716972876,2.0350724769652903e6,1.7676951799115845
92,200,model 3,0.0046251,0.3282426,93.82750280736809,2.5639886444076556e6,18.11705775287835
93,200,model 1,0.0153377,1.6830287,13.933941291014046,60.3031890957864,0.050259092239323774
93,200,model 2,0.0059452,2.0423345,1.4838187759625057,2.0350724769652903e6,0.09207887634517317
93,200,model 3,0.0051073,2.5768786,2.5467386801074148,2.5639886444076556e6,0.13014858304687765
94,200,model 1,0.0137517,0.8694387,79.00970977117998,1238.5152044902995,0.3172115577663968
94,200,model 2,0.005007,0.8484112,14.175533484048058,2.0350724769652903e6,0.5419354575123628
94,200,model 3,0.0044644,0.9042679,14.152460645842172,2.5639886444076556e6,0.5358867257601273
95,200,model 1,0.012792,17.0474054,49.92174098350877,47.44007420254721,0.17512841461335701
95,200,model 2,0.005771,0.7633412,9.236280758185265,2.0350724769652903e6,0.937205077289338
95,200,model 3,0.0053613,7.6742438,9.288404781540596,2.5639886444076556e6,0.4238427507878339
96,200,model 1,0.0132981,17.8913964,6.607355174928124,1376.0856082880878,0.6667326627613972
96,200,model 2,0.0048376,1.3988233,3.662874116775191,2.0350724769652903e6,0.07173002550912438
96,200,model 3,0.0053929,1.0907206,3.5890935928360927,2.5639886444076556e6,0.061179803441982705
97,200,model 1,0.0127012,8.0817892,0.775440502925672,106.0103482148332,0.2801897361130582
97,200,model 2,0.0051942,5.7155112,0.8278347200547979,2.0350724769652903e6,0.26759399598378014
97,200,model 3,0.0054601,1.908368,0.8269062807427684,2.5639886444076556e6,0.2640113157291869
98,200,model 1,0.0130903,17.9173076,6.607355174928124,1376.0856082880878,0.6667326627613972
98,200,model 2,0.0055653,1.3866694,3.662874116775191,2.0350724769652903e6,0.07173002550912438
98,200,model 3,0.0047956,1.1011304,3.5890935928360927,2.5639886444076556e6,0.061179803441982705
99,200,model 1,0.014068,25.6865856,311.5088401796007,426.1437870169039,0.2654626351801843
99,200,model 2,0.0051181,0.7078529,56.15535044390841,2.0350724769652903e6,0.4085428217368004
99,200,model 3,0.0052081,0.7121893,56.02634155987865,2.5639886444076556e6,0.5737871418165481
100,200,model 1,0.0138793,2.2089166,439.05357976775304,203767.89993601295,0.3493916526064206
100,200,model 2,0.0069817,0.0510802,56477.51938310562,2.0350724769652903e6,0.5140038909273239
100,200,model 3,0.0045922,0.0515359,55732.29303387432,2.5639886444076556e6,0.5144186872952577
